raw_text,aspectTerms
"It was good, but was not what I thought it would be.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
The music is the best among all the Indian restaurants I have visited.,"[{'term': 'music', 'polarity': 'positive'}]"
"The bread and lamb chops I had before the meal were quite good, however.","[{'term': 'bread', 'polarity': 'positive'}, {'term': 'lamb chops', 'polarity': 'positive'}, {'term': 'meal', 'polarity': 'neutral'}]"
"He always says, I don't have customers.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Rao's has the best service and atmosphere in NYC.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}]"
instead ordered an ice cold beer which to me works with indian.,"[{'term': 'beer', 'polarity': 'positive'}]"
Good for dates or with friends.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.","[{'term': 'noodles', 'polarity': 'negative'}, {'term': 'sugar', 'polarity': 'negative'}, {'term': 'dishes', 'polarity': 'negative'}]"
one of the best Chicken Tikka Masala.,"[{'term': 'Chicken Tikka Masala', 'polarity': 'positive'}]"
"Excellent dumplings served amid clean, chic decor.","[{'term': 'dumplings', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'positive'}]"
"The kitchen however, is almost always slow.","[{'term': 'kitchen', 'polarity': 'negative'}]"
"The corned beef and pastrami are excellent, much less fatty than those big tourist places around Times Square.","[{'term': 'corned beef', 'polarity': 'positive'}, {'term': 'pastrami', 'polarity': 'positive'}]"
"Cute place, nice wait staff but would never go there again.","[{'term': 'wait staff', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]"
We had a good time.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Also, the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected, but a truly above and beyond thing to do...","[{'term': 'hostess', 'polarity': 'positive'}]"
people are rude bit again it's new york!,"[{'term': 'people', 'polarity': 'negative'}]"
We all felt it was worth it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.","[{'term': 'plain slice', 'polarity': 'positive'}, {'term': 'toppings', 'polarity': 'positive'}]"
Service was also horrible and the ambience is not that great.,"[{'term': 'Service', 'polarity': 'negative'}, {'term': 'ambience', 'polarity': 'negative'}]"
"Service is great, takeout is good too.","[{'term': 'Service', 'polarity': 'positive'}, {'term': 'takeout', 'polarity': 'positive'}]"
"Based on the reviews on here, it appears that the restaurant is overwhelmed after the 7 PM.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
The pizza is overpriced and soggy.,"[{'term': 'pizza', 'polarity': 'negative'}]"
"Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.","[{'term': 'menu', 'polarity': 'positive'}, {'term': 'view', 'polarity': 'positive'}]"
"You'll pay at least double at any other Italian restaurant in the city, and most still don't compare.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"For the quality of food, a little too expensive.","[{'term': 'quality of food', 'polarity': 'negative'}]"
Came looking for this place because I heard good things.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I live on the street this place is on.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Horrible.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Here's to the fake fish tanks too...,"[{'term': 'fish tanks', 'polarity': 'negative'}]"
Its worth the wait though.,"[{'term': 'wait', 'polarity': 'conflict'}]"
I've never had bad service and the fish is fresh and delicious.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'fish', 'polarity': 'positive'}]"
"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.","[{'term': 'live jazz band', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'Lobster Cobb Salad', 'polarity': 'neutral'}]"
we decided to eat in tea room which was small and cute.,"[{'term': 'tea room', 'polarity': 'positive'}]"
What an amazing meal and experience!,"[{'term': 'meal', 'polarity': 'positive'}]"
Unique apppetizers.,"[{'term': 'apppetizers', 'polarity': 'positive'}]"
"The staff has always been attentive and kind, and I've always been amazed at how they've handled all the various different group sizes that come in.","[{'term': 'staff', 'polarity': 'positive'}]"
IT is the best deal in town for a Monday night dinner at a fine restaurant.,"[{'term': 'dinner', 'polarity': 'positive'}]"
Nothing special about this place.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.","[{'term': 'sandwiches', 'polarity': 'negative'}, {'term': 'chips', 'polarity': 'neutral'}, {'term': 'side', 'polarity': 'neutral'}]"
and never strayed.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.","[{'term': 'wait', 'polarity': 'negative'}, {'term': 'dim sum', 'polarity': 'neutral'}, {'term': 'dim sum atmosphere', 'polarity': 'neutral'}, {'term': 'tables', 'polarity': 'positive'}]"
Leave the kids at home!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.","[{'term': 'money', 'polarity': 'negative'}, {'term': 'indian food', 'polarity': 'neutral'}]"
"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.","[{'term': 'service', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'positive'}]"
And all of that won't break your bank!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The Thai food is good.,"[{'term': 'Thai food', 'polarity': 'positive'}]"
Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Great selection of wine, and seafood.","[{'term': 'selection of wine', 'polarity': 'positive'}, {'term': 'seafood', 'polarity': 'positive'}]"
delicious.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Acceptable prices.,"[{'term': 'prices', 'polarity': 'positive'}]"
Big thumbs up!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
we were seated at the sushi bar in front of yasuda.,"[{'term': 'sushi bar', 'polarity': 'neutral'}]"
We have lived in Chelsea for two years and have never noticed this restaurant.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"As I made the title, it's an affordable restaurant for great taste.","[{'term': 'taste', 'polarity': 'positive'}]"
They even scoop it out nice (for those on a diet) not too much not to little.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Definitely not worth the price!,"[{'term': 'price', 'polarity': 'negative'}]"
"Orsay, is a very pleasnt throw back to traditional French food, and French service as well.","[{'term': 'French food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
It's easy to get a table for a large group and you don't get hustled out.,"[{'term': 'table', 'polarity': 'positive'}]"
Great food at reasonable prices.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'prices', 'polarity': 'positive'}]"
Salads are a delicious way to begin the meal.,"[{'term': 'Salads', 'polarity': 'positive'}, {'term': 'meal', 'polarity': 'positive'}]"
"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.","[{'term': 'tamarind duck', 'polarity': 'positive'}, {'term': 'noodles with ground beef', 'polarity': 'positive'}, {'term': 'dishes', 'polarity': 'positive'}, {'term': 'Thai flavors', 'polarity': 'positive'}]"
That's why you have to pay more for that.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,"[{'term': 'view', 'polarity': 'positive'}]"
I loved it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"They're are better Taiwanese restaurants and they are located in Flushing, Queens.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
The prices are about $9 for an entree for dinner and even less for lunch.,"[{'term': 'prices', 'polarity': 'positive'}, {'term': 'entree', 'polarity': 'positive'}, {'term': 'dinner', 'polarity': 'neutral'}, {'term': 'lunch', 'polarity': 'positive'}]"
and you can't beat the prices.,"[{'term': 'prices', 'polarity': 'positive'}]"
but I wouldn't wanna live there.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Arigato Gozimas Yuka!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Should you happen to be impressed by the cuisine definitely try it.,"[{'term': 'cuisine', 'polarity': 'positive'}]"
"I had the black cod with yuzu sauce, which was wonderful.","[{'term': 'black cod with yuzu sauce', 'polarity': 'positive'}]"
Prices too high for this cramped and unappealing resturant.,"[{'term': 'Prices', 'polarity': 'negative'}]"
Tuk Tuk is one of the rare choices for me to go in Brooklyn.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
This quiet dark asian bistro is well worth the trip.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I knew upon visiting NYC that I wanted to try an orginal deli.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I would highly recommend this place!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Total hipster-wannabe attitude in an otherwise sweet spot.,"[{'term': 'spot', 'polarity': 'positive'}]"
"Yes, there might be a wait if you have no reservations.","[{'term': 'wait', 'polarity': 'negative'}, {'term': 'reservations', 'polarity': 'neutral'}]"
Thank You Emilio.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
First of all Dal Bukhara Rocks.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.","[{'term': 'bread', 'polarity': 'negative'}, {'term': 'salad', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'negative'}, {'term': 'wait', 'polarity': 'negative'}]"
- i asked for them spicy and they were delicious).,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"It is terrific, as is the value.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
The sicilian is my favorite it is moist not dry like most places but all their pizza is great!,"[{'term': 'pizza', 'polarity': 'positive'}, {'term': 'sicilian', 'polarity': 'positive'}]"
Downstairs lounge is always a good attraction,"[{'term': 'Downstairs lounge', 'polarity': 'positive'}]"
The menu prices are a bit expensive for what you get in quality and portion size.,"[{'term': 'menu prices', 'polarity': 'negative'}, {'term': 'quality', 'polarity': 'negative'}, {'term': 'portion size', 'polarity': 'negative'}]"
"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.","[{'term': 'food', 'polarity': 'neutral'}, {'term': 'busboy', 'polarity': 'negative'}, {'term': 'waiter', 'polarity': 'negative'}, {'term': 'cheese', 'polarity': 'negative'}, {'term': 'pasta', 'polarity': 'negative'}, {'term': 'water and wine glasses', 'polarity': 'negative'}, {'term': 'wine', 'polarity': 'neutral'}, {'term': 'meal', 'polarity': 'neutral'}]"
The takeout is great too since they give high quality tupperware as well.,"[{'term': 'takeout', 'polarity': 'positive'}]"
"The food was not fresh, the sauces were bland and very oily.","[{'term': 'food', 'polarity': 'negative'}, {'term': 'sauces', 'polarity': 'negative'}]"
"Off the beaten path, this jewel of a restaurant shines just one block away from the plethora of 6th street Indian restaurants.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Could be pricey without a prix fixe meal.,"[{'term': 'prix fixe meal', 'polarity': 'negative'}]"
This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,"[{'term': 'ambiance', 'polarity': 'positive'}, {'term': 'night scene', 'polarity': 'positive'}, {'term': 'spot', 'polarity': 'positive'}]"
I would defiantly come back here again as one of my top choices.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
One of us actually liked the expresso - that's it.,"[{'term': 'expresso', 'polarity': 'positive'}]"
Everyone was more then happy with his choices.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Again, the waitress was awesome.","[{'term': 'waitress', 'polarity': 'positive'}]"
Worth the trip from Manhattan.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I loved everythig about it-especially the shows and actors.,"[{'term': 'shows', 'polarity': 'positive'}, {'term': 'actors', 'polarity': 'positive'}]"
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'hot sauce', 'polarity': 'positive'}, {'term': 'meals', 'polarity': 'neutral'}]"
"The food was just OK, I would never go back.","[{'term': 'food', 'polarity': 'neutral'}]"
Zero ambiance to boot.,"[{'term': 'ambiance', 'polarity': 'negative'}]"
Got a little loud after 8pm when the joint got full.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Scalina Fedeli reminded me why service is so integral to fine dining.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'dining', 'polarity': 'positive'}]"
i recommend the thai popcorn :),"[{'term': 'thai popcorn', 'polarity': 'positive'}]"
I can't wait for the nex time.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Everything looks great, the drinks, the decor, the food, even the people.","[{'term': 'drinks', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
As soon as my father lifted his pen from the check a chef appeared to usher us out.,"[{'term': 'chef', 'polarity': 'negative'}, {'term': 'check', 'polarity': 'neutral'}]"
The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,"[{'term': 'parathas', 'polarity': 'positive'}, {'term': 'kebabs', 'polarity': 'positive'}]"
Great neighborhood joint.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The tuna and wasabe potatoes are excellent.,"[{'term': 'tuna', 'polarity': 'positive'}, {'term': 'wasabe potatoes', 'polarity': 'positive'}]"
The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,"[{'term': 'coat check girls', 'polarity': 'negative'}, {'term': 'coat check girls', 'polarity': 'negative'}]"
My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,"[{'term': 'food', 'polarity': 'positive'}]"
Ummm...the beer was cold.,"[{'term': 'beer', 'polarity': 'positive'}]"
I take all my NYC guests to VT's.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"It is sometimes a little cramped, and can get a little warm, but hello, it's NYC!","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.","[{'term': 'desserts', 'polarity': 'positive'}, {'term': 'cannoli', 'polarity': 'positive'}, {'term': 'after dinner drink', 'polarity': 'positive'}]"
"Good crowd, good outdoor seating, with a hip japanese vibe.","[{'term': 'outdoor seating', 'polarity': 'positive'}, {'term': 'vibe', 'polarity': 'positive'}]"
"Even with the prix fixe pricing, this restaurant is not worth it.","[{'term': 'prix fixe pricing', 'polarity': 'conflict'}]"
"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.","[{'term': 'room', 'polarity': 'neutral'}, {'term': 'area', 'polarity': 'negative'}]"
"Good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.","[{'term': 'owners', 'polarity': 'positive'}]"
"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.","[{'term': 'ambiance', 'polarity': 'positive'}]"
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.","[{'term': 'tanks', 'polarity': 'negative'}, {'term': 'tanks', 'polarity': 'positive'}, {'term': 'dim sum', 'polarity': 'neutral'}, {'term': 'brunch', 'polarity': 'neutral'}]"
"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.","[{'term': 'Halibut', 'polarity': 'negative'}, {'term': 'dessert', 'polarity': 'neutral'}, {'term': 'service', 'polarity': 'negative'}]"
"The view is spectacular, and the food is great.","[{'term': 'view', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
"The place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and I got our food, the line reached the door.","[{'term': 'place', 'polarity': 'conflict'}, {'term': 'food', 'polarity': 'neutral'}]"
Good bagels and good cream cheese.,"[{'term': 'bagels', 'polarity': 'positive'}, {'term': 'cream cheese', 'polarity': 'positive'}]"
"The food is wonderful, tasty and filling, and the service is professional and friendly.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
It is also extremely well priced.,"[{'term': 'priced', 'polarity': 'positive'}]"
Always great service!,"[{'term': 'service', 'polarity': 'positive'}]"
I am happy i did the food was awsome.,"[{'term': 'food', 'polarity': 'positive'}]"
I have been in many restaurants all over the city and Roth's Steakhouse has quickly become one of my favorites.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.","[{'term': 'chicken casserole', 'polarity': 'negative'}, {'term': 'chicken', 'polarity': 'negative'}, {'term': 'meat', 'polarity': 'negative'}]"
A bit breezy up there on the mezzanine from the wind coming from the tracks.,"[{'term': 'mezzanine', 'polarity': 'negative'}]"
I went to DF for Valentines Day dinner.,"[{'term': 'Valentines Day dinner', 'polarity': 'neutral'}]"
"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.","[{'term': 'jelly fish', 'polarity': 'positive'}, {'term': 'drunken chicken', 'polarity': 'positive'}, {'term': 'soupy dumplings', 'polarity': 'positive'}, {'term': 'stir fry blue crab', 'polarity': 'positive'}]"
I LOVED THE SHOWS.,"[{'term': 'SHOWS', 'polarity': 'positive'}]"
"and i have been around the block, to say the very least.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
We could have made a meal of the yummy dumplings from the dumpling menu.,"[{'term': 'dumplings', 'polarity': 'positive'}, {'term': 'meal', 'polarity': 'positive'}, {'term': 'dumpling menu', 'polarity': 'positive'}]"
The aesthetics of this place are like an airport lounge.,"[{'term': 'aesthetics', 'polarity': 'negative'}, {'term': 'place', 'polarity': 'negative'}]"
"Then, get ripped on free box wine.","[{'term': 'box wine', 'polarity': 'positive'}]"
My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,"[{'term': 'food', 'polarity': 'positive'}]"
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.","[{'term': 'fish', 'polarity': 'negative'}, {'term': 'staff', 'polarity': 'negative'}, {'term': 'sushi chef', 'polarity': 'negative'}]"
The food itself was just ok - nothing spectacular - but the service was awful.,"[{'term': 'food', 'polarity': 'neutral'}, {'term': 'service', 'polarity': 'negative'}]"
The pizza is yummy and I like the atmoshpere.,"[{'term': 'pizza', 'polarity': 'positive'}, {'term': 'atmoshpere', 'polarity': 'positive'}]"
"As there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at Taj Mahal.","[{'term': 'seats', 'polarity': 'negative'}]"
"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.","[{'term': 'roll', 'polarity': 'negative'}, {'term': 'menu', 'polarity': 'negative'}]"
Give it a try and enjoy.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Good food.,"[{'term': 'food', 'polarity': 'positive'}]"
...and that's saying a lot.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"those rolls were big, but not good and sashimi wasn't fresh.","[{'term': 'rolls', 'polarity': 'conflict'}, {'term': 'sashimi', 'polarity': 'negative'}]"
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.","[{'term': 'pesto pizza', 'polarity': 'positive'}, {'term': 'Italian cheese', 'polarity': 'positive'}, {'term': 'thin-crust pizza', 'polarity': 'positive'}]"
The only thing I could get attention from was one of at least two cats running around that kept batting at my table.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
if your into thai..you cannot miss this great restaurant.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Going to Ballato's is like coming home and eating in my own kitchen, an absolute delight!","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.","[{'term': 'shrimp appetizer', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'conflict'}, {'term': 'lamb vindaloo', 'polarity': 'positive'}]"
"However, go for the ambience, and consider the food just a companion for a trip across the world!","[{'term': 'ambience', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'negative'}]"
I think this is one of the more underrated places in the city.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
for out-of-towners who will get a big thrill out of the location!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Everyone that has ever come here with me has become a convert and returned regularly with their own friends.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Food was good not great not worth the wait or another visit,"[{'term': 'Food', 'polarity': 'conflict'}, {'term': 'wait', 'polarity': 'negative'}]"
I go at least 3 times a month and have never been disappointed.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
I think the restaurant was too loud (when full) to be romantic.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"I have had so many dinners here and it's always been perfect - on a date with my husband, with my mom, with girlfriends and larger groups.","[{'term': 'dinners', 'polarity': 'positive'}]"
"When you want a piece of beef, head on over.","[{'term': 'beef', 'polarity': 'positive'}]"
"Delicate spices, onions, eggs and a kick-ass roti.","[{'term': 'spices', 'polarity': 'positive'}, {'term': 'onions', 'polarity': 'positive'}, {'term': 'eggs', 'polarity': 'positive'}, {'term': 'roti', 'polarity': 'positive'}]"
Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}]"
"I actually gave Patroon another chance before writing this, but the second visit was even worse.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Also, if you don't want to sit at a certain table, you don't have to!","[{'term': 'table', 'polarity': 'positive'}]"
Unbelievable.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
A little pricey but it really hits the spot on a Sunday morning!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I've been living in the Columbia University area for about 10 years with 3 kids - now in their teens.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The menu has lots of options: I hope to go back to try those potato pancakes.,"[{'term': 'menu', 'polarity': 'positive'}, {'term': 'potato pancakes', 'polarity': 'positive'}]"
As soon as I wake up on a saturday or sunday it is the first thing on my mind is when and how I will be getting to fried dumpling.,"[{'term': 'fried dumpling', 'polarity': 'positive'}]"
"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.","[{'term': 'staff', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}]"
"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.","[{'term': 'primi', 'polarity': 'positive'}, {'term': 'secondi', 'polarity': 'positive'}, {'term': 'portions', 'polarity': 'positive'}]"
This restaurant was way overhyped.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,"[{'term': 'employees', 'polarity': 'negative'}, {'term': 'dining area', 'polarity': 'neutral'}]"
Delicious crab cakes too.,"[{'term': 'crab cakes', 'polarity': 'positive'}]"
"Now at the top of our list, Del Frisco's Steakhouse.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
I cannot imagine you not rushing out to eat there.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
This was the worst dining experience I've ever had.,"[{'term': 'dining experience', 'polarity': 'negative'}]"
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'positive'}]"
Just bring someone who speaks Cantonese because waiter may not understand you.,"[{'term': 'waiter', 'polarity': 'negative'}]"
I thought I had died and gone to heaven.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Not someplace I would seek to try out but if I am in the area again, I will certainly stop by.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
The bruschetta and panini's are so yummy!,"[{'term': 'bruschetta', 'polarity': 'positive'}, {'term': 'panini', 'polarity': 'positive'}]"
"Food was okay, nothing great.","[{'term': 'Food', 'polarity': 'neutral'}]"
Every waitress and customer who passed by me bumped into my chair.,"[{'term': 'waitress', 'polarity': 'neutral'}]"
I have been going there since it opened and I can't get enough.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Always popular, always full, always a wait.","[{'term': 'wait', 'polarity': 'negative'}]"
"In fact, you can't miss it.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
I recently tried Suan and I thought that it was great.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
A little noise but I think that was because of our party!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
It is run by the same Sichuan chef who started the chain in Chinatown.,"[{'term': 'Sichuan chef', 'polarity': 'neutral'}]"
Get the feeling they settled into a groove a while ago.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.","[{'term': 'spicy tuna roll', 'polarity': 'negative'}, {'term': 'serving', 'polarity': 'neutral'}, {'term': 'nori', 'polarity': 'negative'}]"
"I can't wait for summer, when they serve outside on their gigantic patio.","[{'term': 'patio', 'polarity': 'positive'}]"
Best Pastrami I ever had and great portion without being ridiculous.,"[{'term': 'Pastrami', 'polarity': 'positive'}, {'term': 'portion', 'polarity': 'positive'}]"
"If you are someone who appreciates the same things but hope to have food to spare or share, Kai may not be the best option.","[{'term': 'food', 'polarity': 'neutral'}]"
go here for the drinks!,"[{'term': 'drinks', 'polarity': 'positive'}]"
"I don't get it, what's so special about Prune ?","[{'term': 'noaspectterm', 'polarity': 'none'}]"
I'd definitely recommend this little place.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Again, if you are in this neighborhood - by all means, come here.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The first 2 courses were very good, but the chocolate sampler was too rich for me and the dessert wine far too sweet.","[{'term': 'courses', 'polarity': 'positive'}, {'term': 'chocolate sampler', 'polarity': 'negative'}, {'term': 'dessert wine', 'polarity': 'negative'}]"
"Butter was melted, white wine warm, cheese oozing everywhere.","[{'term': 'Butter', 'polarity': 'negative'}, {'term': 'white wine', 'polarity': 'negative'}, {'term': 'cheese', 'polarity': 'negative'}]"
We had a party in their private room and they made it truly memorable and were very helpful in the planning.,"[{'term': 'private room', 'polarity': 'neutral'}]"
Do yourself a favor and walk the extra avenue from joe's to eat here.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"It cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.","[{'term': 'ambience', 'polarity': 'negative'}, {'term': 'place', 'polarity': 'negative'}, {'term': 'aisle', 'polarity': 'negative'}]"
I have eaten at Shabu Tatsu at least 5 times and I always want to go back for more!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.,"[{'term': 'pre-fixe menu', 'polarity': 'negative'}, {'term': 'choices per course', 'polarity': 'neutral'}, {'term': 'ordering a la carte', 'polarity': 'negative'}]"
Authentic Pakistani food.,"[{'term': 'Pakistani food', 'polarity': 'positive'}]"
"The staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions.","[{'term': 'staff', 'polarity': 'positive'}, {'term': 'chef', 'polarity': 'positive'}]"
Get it together.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
